courseNo,competency,lectureMaterial,topicUri
COMP 6741,WIKIDATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Wikidata
COMP 6741,YOUTUBE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/YouTube
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Uniform_Resource_Identifier
COMP 6741,TL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Turkish_lira
COMP 6741,AUTEUR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Auteur
COMP 6741,IDEN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/IDEN
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,KNOWLEDGE VAULT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Google_Knowledge_Graph
COMP 6741,LEONARDO DA VINCI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Leonardo_da_Vinci
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Knowledge_graph
COMP 6741,MICROSOFT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Microsoft
COMP 6741,KR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/South_Korea
COMP 6741,HARPER COLLINS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/HarperCollins
COMP 6741,SATORI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Satori
COMP 6741,MIROIRS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Miroirs
COMP 6741,ISBN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/International_Standard_Book_Number
COMP 6741,KNOWLEDGE REPRESENTATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Knowledge_representation_and_reasoning
COMP 6741,BOB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Alice_and_Bob
COMP 6741,W3C,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/World_Wide_Web_Consortium
COMP 6741,DESCRIPTION LOGIC,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Description_logic
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Google_Knowledge_Graph
COMP 6741,STRINGS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/String_theory
COMP 6741,LIVERPOOL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Liverpool
COMP 6741,E3,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Euclidean_space
COMP 6741,REIFICATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Abstract_and_concrete
COMP 6741,LLM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Master_of_Laws
COMP 6741,LONDON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/London
COMP 6741,SKOLEMIZATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Skolem_normal_form
COMP 6741,TRIE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Trie
COMP 6741,FOAF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/FOAF_(ontology)
COMP 6741,LINKEDIN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/LinkedIn
COMP 6741,LAYER CAKE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Layer_cake
COMP 6741,IBM WATSON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Watson_(computer)
COMP 6741,HTML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/HTML
COMP 6741,FACEBOOK,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Facebook
COMP 6741,JAVA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Java_virtual_machine
COMP 6741,AUTOMATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Automation
COMP 6741,ALICE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Alice_and_Bob
COMP 6741,CYC,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Cyc
COMP 6741,PYTHON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Monty_Python
COMP 6741,INTERNET,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Internet
COMP 6741,THE NEXT WEB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/TNW_(website)
COMP 6741,STRING LITERAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/String_literal
COMP 6741,SEMANTIC NETWORKS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Semantic_network
COMP 6741,WEB BROWSER,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Web_browser
COMP 6741,RDFA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/RDFa
COMP 6741,SS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Schutzstaffel
COMP 6741,PERCEPTRONS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Perceptron
COMP 6741,HTTP,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Hypertext_Transfer_Protocol
COMP 6741,API,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/API
COMP 6741,AI WINTER,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/AI_winter
COMP 6741,WORLD WIDE WEB CONSORTIUM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/World_Wide_Web_Consortium
COMP 6741,A12,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Apple_A12
COMP 6741,KOLKATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Kolkata
COMP 6741,AMAZON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Amazon_rainforest
COMP 6741,SKOS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Simple_Knowledge_Organization_System
COMP 6741,SEMANTICS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Semantic_Web
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,SPARQL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/SPARQL
COMP 6741,HERMAN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Nikolaus_Herman
COMP 6741,HEIDELBERG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Heidelberg
COMP 6741,PHP,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/PHP
COMP 6741,CONCEPTNET,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Open_Mind_Common_Sense
COMP 6741,JSON-LD,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/JSON-LD
COMP 6741,RDF/XML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/XML
COMP 6741,WORLD WIDE WEB CONSORTIUM (W3C),file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/World_Wide_Web_Consortium
COMP 6741,CURRENT VERSION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Linux.conf.au
COMP 6741,SHRDLU,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/SHRDLU
COMP 6741,HANOVER,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Hanover
COMP 6741,GOOGLE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Google
COMP 6741,OPEN ACCESS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Open_data
COMP 6741,LÉONARD DE VINCI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/slides02.txt,http://dbpedia.org/resource/Leonardo_da_Vinci
COMP 6741,RDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,PYTHON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Monty_Python
COMP 6741,HTML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/HTML
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,ACCEPT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Accept_(band)
COMP 6741,GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Graph_database
COMP 6741,AI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,MOODLE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Moodle
COMP 6741,MONTREAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Montreal
COMP 6741,DATA INTEGRATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Data_integration
COMP 6741,WIKIDATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Wikidata
COMP 6741,JAVA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Java_virtual_machine
COMP 6741,MACHINE LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Machine_learning
COMP 6741,DBPEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/DBpedia
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Uniform_Resource_Identifier
COMP 6741,CONCORDIA UNIVERSITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,FOAF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/FOAF_(ontology)
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,LINKED DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Linked_data
COMP 6741,RDF/XML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/XML
COMP 6741,JSON-LD,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/JSON-LD
COMP 6741,AUTONOMOUS AGENT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Autonomous_agent
COMP 6741,INTERNACIONAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Sport_Club_Internacional
COMP 6741,SPARQL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/SPARQL
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Knowledge_graph
COMP 6741,XOR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Bitwise_operation
COMP 6741,NATURAL LANGUAGE PROCESSING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Natural_language_processing
COMP 6741,CANADA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Canada
COMP 6741,OPEN SOURCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Open_source
COMP 6741,PERSONAL SPACE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Proxemics
COMP 6741,ARORA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Arora
COMP 6741,PREDICATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/SQL
COMP 6741,PATTERN MATCHING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Pattern_matching
COMP 6741,LANGUAGE LOG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Language_Log
COMP 6741,RDF SCHEMA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,TRIPLE PATTERNS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/2_KnowledgeGraphs/lab02.txt,http://dbpedia.org/resource/Triplestore
COMP 6741,MONTREAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Montreal
COMP 6741,DBPEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/DBpedia
COMP 6741,CLAUSE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Clause
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Knowledge_graph
COMP 6741,CONCORDIA UNIVERSITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,YANGTZE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Yangtze
COMP 6741,NILE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Nile
COMP 6741,SPARQL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/SPARQL
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Uniform_Resource_Identifier
COMP 6741,INTELLIGENT SYSTEMS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,DAWSON COLLEGE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Dawson_College
COMP 6741,LINKED OPEN DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Linked_data
COMP 6741,WIKIDATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Wikidata
COMP 6741,ONTOLOGY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Ontology
COMP 6741,PREDICATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/SQL
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/worksheet03.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,SEMANTIC WEB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Semantic_Web
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Google_Knowledge_Graph
COMP 6741,SIRI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Siri
COMP 6741,GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Graph_database
COMP 6741,FOAF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/FOAF_(ontology)
COMP 6741,PYTHON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Monty_Python
COMP 6741,DBPEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/DBpedia
COMP 6741,CANADA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Canada
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/RDF_Schema
