courseURI,courseName,courseSubject,courseNumber,universityName,universityURI
file:///Users/jatin/workspace/roboprof/data#1101871545,LEARNING MINDSET,CEPD,211,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5047459869,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,AHSC,322,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8880099855,CENTRAL TOPICS IN PSYCHOLOGY,PSYC,714,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4657760048,Methods in Film and Moving Image Studies II,FMST,602,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9845502965,Intermediate Macroeconomic Theory II,ECON,304,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5881054656,Advanced Studies in Gender and Sexuality,ENGL,444,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1439986133,Comparative Electoral Systems,POLI,405,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2419615734,Orienting the Choreographing Self,DANC,202,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1782662143,CULTURAL VIEWS OF ITALY,ITAL,367,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5766603051,Family Communication,AHSC,513,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7518038463,Production B,PROD,415,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5837759720,INTRO-EDUCATIONAL COMPUTING,ETEC,660,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8526877856,Icons of Architectural History,ARTH,270,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7998559900,Structural Design of Steel and Wood Elements,BCEE,344,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7742605553,INTERNSHIP I (THESIS OPTION),ETEC,790,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6387661179,SELECTED TOPICS IN ENGLISH,ENGZ,298,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7210039731,Interpersonal Communication and Relationships,AHSC,230,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1098345931,Women and Religion: Buddhism,RELI,385,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3340620547,Advanced Grammar and Composition II,GERM,302,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2921603531,Introduction to Women and Religion,RELI,233,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1327774411,Religion in Practice,RELI,210,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8325012195,Supervised Internship I,DFTT,408,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6034743619,EARLY MODERN EUROPE,HISW,207,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2312515070,EMERGING TECHNOLOGIES AND SUPPLY CHAIN MANAGEMENT,ADMI,8202,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1716279439,TOPICS: EXILE & MARGINALITY-Spanish America: Testimonio Discourse,SPAN,661,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8602159434,Topics in Digital Space,CART,357,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8976069461,FACILITATING ADULT LEARNING,ADIP,533,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5318078847,Social and Ethical Dimensions of Information and Communication Technologies,ENCS,393,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2022053507,Special Topics in Contemporary Indigenous Art and Design,DART,634,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9713324159,Canadian Film,FMST,214,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1349187643,EMBEDDED SYSTEMS DESIGN,COEN,6341,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6784434887,Studies in Middle Eastern Art and Architecture,ARTH,369,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3990841386,Advanced Topics in Economics,ECON,598,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3254254133,AUTHORS OF POL IMAGINATION,POLI,414,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1039859669,"Seminars in Creative Writing: Prose Fiction, Poetry and Drama",ENGL,671,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8604989429,Honours Tutorial,LING,490,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8982394407,Directed Research in Psychology,PSYC,387,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7675136476,EDUC STUDIES AREA TUTORIAL,EDUC,841,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9847570013,Parallel Programming,COMP,428,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4110344505,Experimental Optics,PHYS,297,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7105082892,BUSINESS POLICY & STRATEGY,MBA,622,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3632602318,MICROWAVE ENGINEERING,ELEC,6391,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7231682335,Advanced Macroeconomic Theory,ECON,403,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1639611068,Littérature et culture françaises du XVIIIe siècle à aujourd'hui,FLIT,302,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1633481195,Economic Data Analysis,ECON,324,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5384098243,Independent Study II,CERA,452,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8442548360,Manufacturing Processes,MIAE,311,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5975879593,LIFE IN THE ROUND: DRAWING THE FIGURE FROM OBSERVATION II,DRAW,414,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7816791892,History of Anthropological Thought,ANTH,301,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8770926002,SEL TOPS NON-WESTERN HISTORY,HIST,640,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8175189090,"Intermedia (Video, Performance and Electronic Arts) I",IMCA,610,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5087474854,Special Area Study in Community and Public Affairs,SCPA,398,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7373157162,Classical Political Thought,POLI,306,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5446489960,Hydrology,CIVI,483,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6370864060,SET DESIGN CONCEPTION,DFTT,331,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9671260044,SHORT STUDIES OUTSIDE QUEBEC B,SSOQ,106,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9587558869,Drawing for the Theatre,DFTT,211,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7787805997,Research-Creation Thesis,JOUR,693,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7400037608,Techniques in Symbolic Computation,MAST,332,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7201818588,"Selected Topics in Metaphysics, Epistemology, or Philosophy of Science",PHIL,659,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3651043525,Economics and Social Issues,ECON,200,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2386503195,TOOLS+TECHNIQUES / SW ENGR.,COMP,5541,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5170999475,Promote your Research Using Open Access,GPRM,226,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3623105542,TUTORIAL IN INF SYS/INT.CONT,ACCO,603,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8165156078,READINGS IN MATH EDUC. II,MAST,647,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5503701090,AVIONIC NAVIG. SYSTEMS,ENGR,6461,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2071576182,"Assessment of the Hip, Spine and Pelvis",CATA,437,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5924227526,GLOBALIZATION,SOCI,646,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2667762126,Continuous-Time Signals and Systems,ELEC,242,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8617868470,Philosophy of Human Rights,PHIL,241,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2391931394,SPECIAL TOPICS IN FINE ARTS,FFAZ,398,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1677253295,ADED-QUEBEC AS A FIELD STUDY,ADIP,500,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8116596069,Special Topics in Performance Creation,PERC,499,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7570054890,Journalism Practicum,JOUR,550,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2620370429,Protein Engineering and Design,CHEM,475,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6808846550,Law and Society in Canadian History,HIST,309,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6649389066,STUDIES IN FICTION,ENGL,641,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7979618763,History of Hindu Thought and Institutions,RELI,614,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4920523256,Project - Stage V,MAST,706,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4903769726,GAS DYNAMICS,MECH,6111,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1717535947,BIOINORGANIC CHEMISTRY,CHEM,481,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4773341549,ADOBE PHOTOSHOP - PERFECTING YOUR SKILLS,CEPH,419,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5221598929,Failure Analysis of Machine Systems,MECH,428,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5155220487,Refining Academic English Language Skills,ESL,204,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6956001091,WORLD GEOGRAPHY,GEOG,200,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7240154552,ADVANCED ATRP PRACTICUM I,ATRP,623,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1568877112,Data Science Lab,MAST,387,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4410242836,Communication Media: Film III,COMS,483,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6687357462,BUSINESS ACCOUNTING,CEBU,1170,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5981792465,Orchestra III,MPER,401,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4462940542,Introduction to Biblical Studies,THEO,202,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8987814552,CED Field Project - Part II,SCPA,511,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7005117360,Web Programming,SOEN,287,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3467790213,Statistics for Exercise Science,EXCI,322,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3953505573,PROF DEVELOPMENT SEMINAR,SOCI,660,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4949086525,THEATRE PRODUCTION II,PROD,312,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1396912823,SPECIAL TOPICS IN IDYS,IDYS,498,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7472793347,CONTEXTUALIZING DESIGN PRACT,DART,504,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2997687886,The 18th- and 19th-Century Novel,ENGL,324,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2948406197,Signals and Systems II,ELEC,364,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7198260459,Introduction to Contemporary Concerns in Women's Studies,WSDB,291,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5580320714,SEM/PROB/STATS/ACT MATH,MAST,889,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2580696393,NATURAL DISASTERS,GEOL,204,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4023195332,GENDER AND SOCIETY,SOCI,276,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2015357621,Costume Accessories Realization,DFTT,326,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3808890071,Urban Agriculture,URBS,337,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2613747901,Advanced Seminar in Canadian and Quebec Politics,POLI,488,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5745886097,CHRISTIAN THOUGHT,RELI,646,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6786671340,DECISION ANALYSIS,BLDG,6581,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7179475833,Intermediate Sound Recording I,EAST,351,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1742976936,Sound Art Practices,EAST,331,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2011821144,Kinesiology and Clinical Exercise Physiology Internship II,KCEP,483,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7100907588,Mathematics for Computer Science,COMP,232,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3404776236,APPLIED PROJECT IN THEOLOGY,THEO,692,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3098347588,Child Development I,EDUC,211,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5324018241,LITTERATURE QUE. AU FEMININ,FLIT,471,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5265793558,Data Systems for Software Engineers,SOEN,363,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8240894923,DIRECTED STUDIES ADV. RHETORICAL THEORY,HUMA,854O,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9786283918,Independent Study II,DRAW,472,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1020049279,CONTEMPORARY SOCIOLOGICAL THEORY,SOCI,402,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6437169792,Material and Popular Culture in Judaism,RELI,6015,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9088175599,MGMT. OF MULTINATIONAL CORPS,MANA,466,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5884845306,Electricity and Magnetism I,PHYS,253,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6422708816,Memory and Attention,PSYC,462,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4482380592,FOUNDATIONS OF CYBER-PHYSICAL SYSTEMS,COEN,6561,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9156727219,Drawing I,DRAW,200,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9772049817,Community Youth Development,AHSC,530,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1020165900,Elements of Lighting for VJ,JOUR,527,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9294339039,Political Ecology,GEOG,400,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9366515440,Bioinformatics Databases and Systems,COMP,6821,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6305519860,Atelier de conversation en français niveau 3,GPLT,373,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6751985446,Perspectives on the Teaching of Spanish,SPAN,455,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8984853021,Evolution,BIOL,321,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1694261930,Internship Report,ENVS,698,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3720578739,Communication Theory,COMS,240,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4162336917,SLS-International Literary Seminars,ENGL,486,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7305723995,Public Affairs Strategies,SCPA,321,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1061812188,INTRO TO STRUCTURAL DYNAMICS,ENGR,6581,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1651075243,SOCIAL MEDIA - NETWORKS AND CONCEPTS,CEPR,125,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5853767635,HYBRID ELECTRIC VEHICLE POWER SYSTEM DESIGN AND CONTROL,ELEC,6471,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3895261979,Introduction to Political Science Research,POLI,207,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1091568148,INTRODUCTION TO ENTERPRISE RESOURCE PLANNING,INDU,424,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1195289379,Rehabilitation of the Upper and Lower Extremities,CATA,339,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8799289542,Supervised Internship I,MUSI,481,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9182982322,Exploring Legal and Ethical Aspects of AI,CEPS,1124EO,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8983754976,Political Philosophy,PHIL,626,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2012614716,READING COURSES / STATISTIC,STAT,498,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2024011465,TOPICS IN ELECTR. ENG.,ELEC,498,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9566016544,Introduction to European History to 1789,HISZ,201,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7869200844,PRIVATE STUDY 1B,MUSI,232,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6772814931,Lighting Design,DFTT,311,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2787306391,Fundamentals of Learning,PSYC,351,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9077487143,YOUTH: ANTH & SOCI PERSPECTS,SOCI,349,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8746891988,DRAMA III,ENGL,637,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#2263945003,ATTUNEMENT AND BEHAVIOUR MANAGEMENT,CEPD,8104,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6129372985,PSYCHOLOGY REFLECTIVE LEARNING ACTIVITIES I,WILP,601,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5480561332,SPECIAL TOPICS IN BIO/CHEM I,BIOL,683,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9015560403,Statistical Simulation,STAT,461,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1907800948,Communication Media: Video II,COMS,385,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#6915378240,Feminist Thought I,WSDB,380,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3658026342,TOPICS IN ENGINEERING II,ENGR,790,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7703414028,ADV TOPICS/MICROBIOLOGY,BIOL,685,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5840459841,Thermodynamics,PHYS,334,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8053920531,TOPICS IN JUDAIC STUDIES,RELI,810,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8669661043,Hip Hop: Past/Present/Future,FFAR,256,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#3071159312,Learning,PSYC,467,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#9273039444,Air Pollution and Emission Control,CIVI,467,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#4303453574,SPECIAL DOCTORAL LEVEL STUDY,SPEC,850,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#5624506452,Supervised Internship I,PROD,408,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1139617039,The Arts of Listening and Interviewing,PERC,355,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#1874035290,Jazz Improvisation I,JPER,330,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#7870374290,"HIV/AIDS: Cultural, Social and Scientific Aspects of the Pandemic (also listed as FFAR 290/SOCI 290)",SSDB,270,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
file:///Users/jatin/workspace/roboprof/data#8790276087,Jesus Christ in History and Faith,THEO,333,Concordia University,file:///Users/jatin/workspace/roboprof/data#5093975277
